transaction_id,date,product_id,product_name,category,quantity,unit_price,line_total
T00330,2025-04-10,P011,Pasta,Pantry,2,1.79,3.58
T00330,2025-04-10,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00331,2025-06-29,P026,Lettuce,Produce,1,1.99,1.99
T00332,2025-02-18,P027,Tomatoes,Produce,1,2.49,2.49
T00332,2025-02-18,P030,Yogurt,Dairy,1,4.49,4.49
T00333,2025-03-01,P001,Bread,Bakery,1,2.49,2.49
T00333,2025-03-01,P002,Butter,Dairy,1,3.99,3.99
T00333,2025-03-01,P003,Jam,Pantry,2,3.29,6.58
T00333,2025-03-01,P020,Soda,Beverages,2,2.49,4.98
T00334,2025-01-16,P026,Lettuce,Produce,1,1.99,1.99
T00335,2025-01-29,P018,Chips,Snacks,1,3.49,3.49
T00335,2025-01-29,P005,Eggs,Dairy,1,3.49,3.49
T00335,2025-01-29,P019,Salsa,Snacks,1,3.79,3.79
T00336,2025-02-10,P013,Parmesan,Dairy,1,6.49,6.49
T00336,2025-02-10,P021,Wine,Alcohol,3,12.99,38.97
T00336,2025-02-10,P030,Yogurt,Dairy,2,4.49,8.98
T00337,2025-02-27,P023,Baby Wipes,Baby,1,4.99,4.99
T00337,2025-02-27,P022,Diapers,Baby,3,14.99,44.97
T00337,2025-02-27,P016,Garlic,Produce,3,0.89,2.67
T00337,2025-02-27,P011,Pasta,Pantry,1,1.79,1.79
T00337,2025-02-27,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00338,2025-06-06,P016,Garlic,Produce,1,0.89,0.89
T00338,2025-06-06,P026,Lettuce,Produce,2,1.99,3.98
T00339,2025-03-02,P006,Cheese,Dairy,3,5.49,16.47
T00339,2025-03-02,P029,Rice,Pantry,2,3.99,7.98
T00340,2025-06-21,P006,Cheese,Dairy,1,5.49,5.49
T00340,2025-06-21,P004,Milk,Dairy,2,1.99,3.98
T00340,2025-06-21,P009,Sugar,Pantry,2,2.19,4.38
T00340,2025-06-21,P010,Tea,Beverages,1,4.49,4.49
T00341,2025-04-23,P006,Cheese,Dairy,1,5.49,5.49
T00341,2025-04-23,P013,Parmesan,Dairy,1,6.49,6.49
T00341,2025-04-23,P011,Pasta,Pantry,1,1.79,1.79
T00341,2025-04-23,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00341,2025-04-23,P021,Wine,Alcohol,2,12.99,25.98
T00342,2025-03-17,P028,Chicken Breast,Meat,1,7.49,7.49
T00342,2025-03-17,P026,Lettuce,Produce,1,1.99,1.99
T00342,2025-03-17,P013,Parmesan,Dairy,3,6.49,19.47
T00343,2025-01-24,P029,Rice,Pantry,2,3.99,7.98
T00344,2025-04-21,P006,Cheese,Dairy,1,5.49,5.49
T00344,2025-04-21,P013,Parmesan,Dairy,1,6.49,6.49
T00344,2025-04-21,P011,Pasta,Pantry,1,1.79,1.79
T00344,2025-04-21,P029,Rice,Pantry,1,3.99,3.99
T00344,2025-04-21,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00344,2025-04-21,P021,Wine,Alcohol,1,12.99,12.99
T00345,2025-05-06,P018,Chips,Snacks,1,3.49,3.49
T00345,2025-05-06,P019,Salsa,Snacks,1,3.79,3.79
T00345,2025-05-06,P020,Soda,Beverages,1,2.49,2.49
T00346,2025-02-22,P025,Apples,Produce,1,2.99,2.99
T00347,2025-01-30,P023,Baby Wipes,Baby,1,4.99,4.99
T00347,2025-01-30,P022,Diapers,Baby,1,14.99,14.99
T00347,2025-01-30,P021,Wine,Alcohol,2,12.99,25.98
T00348,2025-04-05,P004,Milk,Dairy,1,1.99,1.99
T00348,2025-04-05,P015,Onions,Produce,2,1.29,2.58
T00349,2025-05-25,P024,Bananas,Produce,2,1.49,2.98
T00349,2025-05-25,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00350,2025-05-31,P004,Milk,Dairy,2,1.99,3.98
T00351,2025-04-18,P024,Bananas,Produce,2,1.49,2.98
T00351,2025-04-18,P007,Cereal,Breakfast,1,4.29,4.29
T00351,2025-04-18,P026,Lettuce,Produce,2,1.99,3.98
T00351,2025-04-18,P004,Milk,Dairy,2,1.99,3.98
T00351,2025-04-18,P030,Yogurt,Dairy,1,4.49,4.49
T00352,2025-06-08,P009,Sugar,Pantry,2,2.19,4.38
T00352,2025-06-08,P010,Tea,Beverages,1,4.49,4.49
T00353,2025-04-19,P006,Cheese,Dairy,1,5.49,5.49
T00353,2025-04-19,P020,Soda,Beverages,2,2.49,4.98
T00353,2025-04-19,P021,Wine,Alcohol,2,12.99,25.98
T00354,2025-01-18,P027,Tomatoes,Produce,1,2.49,2.49
T00355,2025-03-12,P001,Bread,Bakery,1,2.49,2.49
T00355,2025-03-12,P002,Butter,Dairy,3,3.99,11.97
T00355,2025-03-12,P026,Lettuce,Produce,1,1.99,1.99
T00355,2025-03-12,P019,Salsa,Snacks,1,3.79,3.79
T00356,2025-01-26,P018,Chips,Snacks,1,3.49,3.49
T00356,2025-01-26,P020,Soda,Beverages,1,2.49,2.49
T00356,2025-01-26,P027,Tomatoes,Produce,1,2.49,2.49
T00357,2025-04-14,P029,Rice,Pantry,1,3.99,3.99
T00358,2025-04-12,P007,Cereal,Breakfast,1,4.29,4.29
T00358,2025-04-12,P006,Cheese,Dairy,2,5.49,10.98
T00358,2025-04-12,P004,Milk,Dairy,1,1.99,1.99
T00359,2025-03-13,P024,Bananas,Produce,2,1.49,2.98
T00359,2025-03-13,P007,Cereal,Breakfast,1,4.29,4.29
T00359,2025-03-13,P004,Milk,Dairy,1,1.99,1.99
T00360,2025-06-15,P009,Sugar,Pantry,2,2.19,4.38
T00360,2025-06-15,P010,Tea,Beverages,2,4.49,8.98
T00361,2025-01-15,P005,Eggs,Dairy,2,3.49,6.98
T00361,2025-01-15,P016,Garlic,Produce,1,0.89,0.89
T00361,2025-01-15,P011,Pasta,Pantry,1,1.79,1.79
T00361,2025-01-15,P012,Tomato Sauce,Pantry,2,2.89,5.78
T00362,2025-01-15,P009,Sugar,Pantry,2,2.19,4.38
T00362,2025-01-15,P010,Tea,Beverages,1,4.49,4.49
T00362,2025-01-15,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00363,2025-02-01,P007,Cereal,Breakfast,1,4.29,4.29
T00363,2025-02-01,P018,Chips,Snacks,2,3.49,6.98
T00363,2025-02-01,P004,Milk,Dairy,1,1.99,1.99
T00364,2025-06-26,P001,Bread,Bakery,2,2.49,4.98
T00364,2025-06-26,P002,Butter,Dairy,1,3.99,3.99
T00364,2025-06-26,P003,Jam,Pantry,1,3.29,3.29
T00365,2025-03-10,P001,Bread,Bakery,1,2.49,2.49
T00365,2025-03-10,P020,Soda,Beverages,1,2.49,2.49
T00366,2025-01-03,P029,Rice,Pantry,1,3.99,3.99
T00367,2025-06-14,P022,Diapers,Baby,1,14.99,14.99
T00367,2025-06-14,P010,Tea,Beverages,2,4.49,8.98
T00368,2025-04-12,P001,Bread,Bakery,1,2.49,2.49
T00368,2025-04-12,P020,Soda,Beverages,1,2.49,2.49
T00369,2025-06-25,P005,Eggs,Dairy,1,3.49,3.49
T00370,2025-03-25,P025,Apples,Produce,1,2.99,2.99
T00370,2025-03-25,P017,Beer,Alcohol,1,9.99,9.99
T00370,2025-03-25,P028,Chicken Breast,Meat,1,7.49,7.49
T00370,2025-03-25,P018,Chips,Snacks,2,3.49,6.98
T00371,2025-06-17,P025,Apples,Produce,1,2.99,2.99
T00371,2025-06-17,P014,Ground Beef,Meat,2,8.99,17.98
T00372,2025-05-30,P017,Beer,Alcohol,1,9.99,9.99
T00372,2025-05-30,P018,Chips,Snacks,1,3.49,3.49
T00372,2025-05-30,P026,Lettuce,Produce,3,1.99,5.97
T00373,2025-04-02,P016,Garlic,Produce,1,0.89,0.89
T00373,2025-04-02,P026,Lettuce,Produce,2,1.99,3.98
T00373,2025-04-02,P013,Parmesan,Dairy,3,6.49,19.47
T00373,2025-04-02,P011,Pasta,Pantry,2,1.79,3.58
T00373,2025-04-02,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00373,2025-04-02,P027,Tomatoes,Produce,1,2.49,2.49
T00374,2025-02-27,P025,Apples,Produce,1,2.99,2.99
T00374,2025-02-27,P010,Tea,Beverages,1,4.49,4.49
T00374,2025-02-27,P021,Wine,Alcohol,1,12.99,12.99
T00375,2025-06-12,P005,Eggs,Dairy,1,3.49,3.49
T00375,2025-06-12,P029,Rice,Pantry,1,3.99,3.99
T00376,2025-06-24,P025,Apples,Produce,2,2.99,5.98
T00377,2025-02-08,P017,Beer,Alcohol,3,9.99,29.97
T00377,2025-02-08,P018,Chips,Snacks,1,3.49,3.49
T00378,2025-02-16,P006,Cheese,Dairy,1,5.49,5.49
T00378,2025-02-16,P030,Yogurt,Dairy,1,4.49,4.49
T00379,2025-01-02,P017,Beer,Alcohol,1,9.99,9.99
T00379,2025-01-02,P019,Salsa,Snacks,2,3.79,7.58
T00380,2025-01-23,P021,Wine,Alcohol,1,12.99,12.99
T00381,2025-01-10,P001,Bread,Bakery,1,2.49,2.49
T00381,2025-01-10,P002,Butter,Dairy,2,3.99,7.98
T00381,2025-01-10,P018,Chips,Snacks,1,3.49,3.49
T00381,2025-01-10,P003,Jam,Pantry,1,3.29,3.29
T00381,2025-01-10,P004,Milk,Dairy,1,1.99,1.99
T00382,2025-03-20,P004,Milk,Dairy,1,1.99,1.99
T00382,2025-03-20,P010,Tea,Beverages,1,4.49,4.49
T00383,2025-05-15,P008,Coffee,Beverages,1,7.99,7.99
T00383,2025-05-15,P009,Sugar,Pantry,3,2.19,6.57
T00384,2025-04-14,P024,Bananas,Produce,1,1.49,1.49
T00384,2025-04-14,P007,Cereal,Breakfast,1,4.29,4.29
T00385,2025-04-04,P017,Beer,Alcohol,1,9.99,9.99
T00385,2025-04-04,P022,Diapers,Baby,3,14.99,44.97
T00385,2025-04-04,P004,Milk,Dairy,1,1.99,1.99
T00386,2025-06-17,P024,Bananas,Produce,1,1.49,1.49
T00386,2025-06-17,P004,Milk,Dairy,1,1.99,1.99
T00387,2025-05-02,P017,Beer,Alcohol,2,9.99,19.98
T00387,2025-05-02,P001,Bread,Bakery,1,2.49,2.49
T00387,2025-05-02,P018,Chips,Snacks,1,3.49,3.49
T00387,2025-05-02,P003,Jam,Pantry,1,3.29,3.29
T00387,2025-05-02,P027,Tomatoes,Produce,2,2.49,4.98
T00388,2025-05-08,P017,Beer,Alcohol,1,9.99,9.99
T00389,2025-04-15,P004,Milk,Dairy,2,1.99,3.98
T00390,2025-06-26,P024,Bananas,Produce,2,1.49,2.98
T00390,2025-06-26,P001,Bread,Bakery,1,2.49,2.49
T00390,2025-06-26,P002,Butter,Dairy,2,3.99,7.98
T00390,2025-06-26,P007,Cereal,Breakfast,2,4.29,8.58
T00390,2025-06-26,P006,Cheese,Dairy,1,5.49,5.49
T00390,2025-06-26,P004,Milk,Dairy,1,1.99,1.99
T00391,2025-03-17,P006,Cheese,Dairy,2,5.49,10.98
T00391,2025-03-17,P004,Milk,Dairy,2,1.99,3.98
T00392,2025-04-03,P006,Cheese,Dairy,1,5.49,5.49
T00392,2025-04-03,P013,Parmesan,Dairy,2,6.49,12.98
T00392,2025-04-03,P021,Wine,Alcohol,1,12.99,12.99
T00393,2025-02-13,P004,Milk,Dairy,1,1.99,1.99
T00393,2025-02-13,P010,Tea,Beverages,1,4.49,4.49
T00394,2025-01-30,P009,Sugar,Pantry,2,2.19,4.38
T00394,2025-01-30,P010,Tea,Beverages,1,4.49,4.49
T00395,2025-02-12,P004,Milk,Dairy,2,1.99,3.98
T00396,2025-01-27,P026,Lettuce,Produce,1,1.99,1.99
T00397,2025-04-23,P022,Diapers,Baby,2,14.99,29.98
T00398,2025-02-03,P014,Ground Beef,Meat,1,8.99,8.99
T00398,2025-02-03,P030,Yogurt,Dairy,1,4.49,4.49
T00399,2025-06-17,P020,Soda,Beverages,1,2.49,2.49
T00400,2025-05-25,P006,Cheese,Dairy,1,5.49,5.49
T00401,2025-06-08,P007,Cereal,Breakfast,1,4.29,4.29
T00401,2025-06-08,P004,Milk,Dairy,2,1.99,3.98
T00402,2025-06-06,P025,Apples,Produce,1,2.99,2.99
T00402,2025-06-06,P011,Pasta,Pantry,1,1.79,1.79
T00402,2025-06-06,P012,Tomato Sauce,Pantry,3,2.89,8.67
T00403,2025-01-13,P023,Baby Wipes,Baby,2,4.99,9.98
T00403,2025-01-13,P017,Beer,Alcohol,1,9.99,9.99
T00403,2025-01-13,P022,Diapers,Baby,2,14.99,29.98
T00403,2025-01-13,P027,Tomatoes,Produce,1,2.49,2.49
T00404,2025-01-31,P023,Baby Wipes,Baby,1,4.99,4.99
T00404,2025-01-31,P024,Bananas,Produce,1,1.49,1.49
T00404,2025-01-31,P001,Bread,Bakery,1,2.49,2.49
T00404,2025-01-31,P002,Butter,Dairy,1,3.99,3.99
T00404,2025-01-31,P022,Diapers,Baby,3,14.99,44.97
T00404,2025-01-31,P004,Milk,Dairy,1,1.99,1.99
T00405,2025-01-14,P006,Cheese,Dairy,1,5.49,5.49
T00405,2025-01-14,P010,Tea,Beverages,2,4.49,8.98
T00406,2025-01-30,P024,Bananas,Produce,2,1.49,2.98
T00406,2025-01-30,P007,Cereal,Breakfast,1,4.29,4.29
T00406,2025-01-30,P004,Milk,Dairy,1,1.99,1.99
T00407,2025-01-28,P011,Pasta,Pantry,1,1.79,1.79
T00407,2025-01-28,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00408,2025-01-31,P023,Baby Wipes,Baby,1,4.99,4.99
T00408,2025-01-31,P017,Beer,Alcohol,2,9.99,19.98
T00408,2025-01-31,P022,Diapers,Baby,1,14.99,14.99
T00408,2025-01-31,P019,Salsa,Snacks,1,3.79,3.79
T00408,2025-01-31,P009,Sugar,Pantry,1,2.19,2.19
T00408,2025-01-31,P010,Tea,Beverages,3,4.49,13.47
T00409,2025-01-02,P004,Milk,Dairy,2,1.99,3.98
T00409,2025-01-02,P027,Tomatoes,Produce,1,2.49,2.49
T00410,2025-05-11,P016,Garlic,Produce,1,0.89,0.89
T00410,2025-05-11,P026,Lettuce,Produce,1,1.99,1.99
T00410,2025-05-11,P011,Pasta,Pantry,2,1.79,3.58
T00410,2025-05-11,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00411,2025-06-05,P023,Baby Wipes,Baby,1,4.99,4.99
T00411,2025-06-05,P017,Beer,Alcohol,2,9.99,19.98
T00411,2025-06-05,P007,Cereal,Breakfast,2,4.29,8.58
T00411,2025-06-05,P028,Chicken Breast,Meat,2,7.49,14.98
T00411,2025-06-05,P022,Diapers,Baby,3,14.99,44.97
T00411,2025-06-05,P029,Rice,Pantry,1,3.99,3.99
T00412,2025-02-21,P025,Apples,Produce,3,2.99,8.97
T00413,2025-02-03,P016,Garlic,Produce,1,0.89,0.89
T00413,2025-02-03,P013,Parmesan,Dairy,1,6.49,6.49
T00413,2025-02-03,P011,Pasta,Pantry,1,1.79,1.79
T00413,2025-02-03,P020,Soda,Beverages,1,2.49,2.49
T00413,2025-02-03,P012,Tomato Sauce,Pantry,2,2.89,5.78
T00413,2025-02-03,P027,Tomatoes,Produce,2,2.49,4.98
T00414,2025-03-15,P001,Bread,Bakery,3,2.49,7.47
T00414,2025-03-15,P002,Butter,Dairy,1,3.99,3.99
T00414,2025-03-15,P006,Cheese,Dairy,1,5.49,5.49
T00414,2025-03-15,P003,Jam,Pantry,1,3.29,3.29
T00414,2025-03-15,P004,Milk,Dairy,2,1.99,3.98
T00414,2025-03-15,P020,Soda,Beverages,1,2.49,2.49
T00414,2025-03-15,P021,Wine,Alcohol,1,12.99,12.99
T00415,2025-04-02,P024,Bananas,Produce,2,1.49,2.98
T00415,2025-04-02,P027,Tomatoes,Produce,1,2.49,2.49
T00416,2025-03-02,P025,Apples,Produce,1,2.99,2.99
T00416,2025-03-02,P004,Milk,Dairy,3,1.99,5.97
T00417,2025-06-25,P024,Bananas,Produce,1,1.49,1.49
T00417,2025-06-25,P027,Tomatoes,Produce,1,2.49,2.49
T00418,2025-04-24,P018,Chips,Snacks,3,3.49,10.47
T00418,2025-04-24,P026,Lettuce,Produce,1,1.99,1.99
T00418,2025-04-24,P019,Salsa,Snacks,1,3.79,3.79
T00419,2025-06-24,P016,Garlic,Produce,1,0.89,0.89
T00419,2025-06-24,P013,Parmesan,Dairy,1,6.49,6.49
T00419,2025-06-24,P011,Pasta,Pantry,1,1.79,1.79
T00419,2025-06-24,P009,Sugar,Pantry,1,2.19,2.19
T00420,2025-02-09,P006,Cheese,Dairy,2,5.49,10.98
T00421,2025-06-10,P025,Apples,Produce,1,2.99,2.99
T00421,2025-06-10,P030,Yogurt,Dairy,1,4.49,4.49
T00422,2025-03-23,P011,Pasta,Pantry,1,1.79,1.79
T00422,2025-03-23,P020,Soda,Beverages,1,2.49,2.49
T00422,2025-03-23,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00423,2025-03-26,P025,Apples,Produce,1,2.99,2.99
T00424,2025-05-02,P024,Bananas,Produce,1,1.49,1.49
T00424,2025-05-02,P001,Bread,Bakery,2,2.49,4.98
T00424,2025-05-02,P002,Butter,Dairy,3,3.99,11.97
T00424,2025-05-02,P018,Chips,Snacks,1,3.49,3.49
T00425,2025-05-19,P001,Bread,Bakery,1,2.49,2.49
T00425,2025-05-19,P003,Jam,Pantry,2,3.29,6.58
T00425,2025-05-19,P020,Soda,Beverages,1,2.49,2.49
T00426,2025-05-12,P025,Apples,Produce,1,2.99,2.99
T00426,2025-05-12,P024,Bananas,Produce,1,1.49,1.49
T00427,2025-01-17,P017,Beer,Alcohol,2,9.99,19.98
T00427,2025-01-17,P018,Chips,Snacks,2,3.49,6.98
T00428,2025-04-22,P008,Coffee,Beverages,1,7.99,7.99
T00428,2025-04-22,P005,Eggs,Dairy,2,3.49,6.98
T00428,2025-04-22,P003,Jam,Pantry,1,3.29,3.29
T00428,2025-04-22,P009,Sugar,Pantry,1,2.19,2.19
T00429,2025-02-28,P023,Baby Wipes,Baby,2,4.99,9.98
T00429,2025-02-28,P006,Cheese,Dairy,1,5.49,5.49
T00429,2025-02-28,P022,Diapers,Baby,2,14.99,29.98
T00429,2025-02-28,P009,Sugar,Pantry,1,2.19,2.19
T00429,2025-02-28,P010,Tea,Beverages,3,4.49,13.47
T00429,2025-02-28,P021,Wine,Alcohol,1,12.99,12.99
T00430,2025-06-25,P005,Eggs,Dairy,1,3.49,3.49
T00430,2025-06-25,P030,Yogurt,Dairy,1,4.49,4.49
T00431,2025-06-19,P013,Parmesan,Dairy,1,6.49,6.49
T00431,2025-06-19,P011,Pasta,Pantry,3,1.79,5.37
T00431,2025-06-19,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00432,2025-06-23,P001,Bread,Bakery,1,2.49,2.49
T00432,2025-06-23,P002,Butter,Dairy,1,3.99,3.99
T00432,2025-06-23,P018,Chips,Snacks,2,3.49,6.98
T00432,2025-06-23,P020,Soda,Beverages,2,2.49,4.98
T00432,2025-06-23,P027,Tomatoes,Produce,1,2.49,2.49
T00433,2025-06-15,P008,Coffee,Beverages,2,7.99,15.98
T00433,2025-06-15,P016,Garlic,Produce,3,0.89,2.67
T00433,2025-06-15,P026,Lettuce,Produce,3,1.99,5.97
T00433,2025-06-15,P011,Pasta,Pantry,1,1.79,1.79
T00433,2025-06-15,P009,Sugar,Pantry,1,2.19,2.19
T00433,2025-06-15,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00434,2025-01-18,P017,Beer,Alcohol,1,9.99,9.99
T00435,2025-06-17,P025,Apples,Produce,2,2.99,5.98
T00436,2025-03-23,P006,Cheese,Dairy,1,5.49,5.49
T00437,2025-05-30,P026,Lettuce,Produce,1,1.99,1.99
T00438,2025-04-20,P006,Cheese,Dairy,2,5.49,10.98
T00438,2025-04-20,P008,Coffee,Beverages,1,7.99,7.99
T00439,2025-03-12,P006,Cheese,Dairy,1,5.49,5.49
T00439,2025-03-12,P008,Coffee,Beverages,1,7.99,7.99
T00440,2025-02-14,P028,Chicken Breast,Meat,1,7.49,7.49
T00440,2025-02-14,P005,Eggs,Dairy,2,3.49,6.98
T00440,2025-02-14,P026,Lettuce,Produce,1,1.99,1.99
T00441,2025-01-20,P023,Baby Wipes,Baby,1,4.99,4.99
T00441,2025-01-20,P001,Bread,Bakery,1,2.49,2.49
T00441,2025-01-20,P022,Diapers,Baby,1,14.99,14.99
T00441,2025-01-20,P003,Jam,Pantry,2,3.29,6.58
T00441,2025-01-20,P004,Milk,Dairy,1,1.99,1.99
T00441,2025-01-20,P020,Soda,Beverages,2,2.49,4.98
T00442,2025-02-04,P020,Soda,Beverages,1,2.49,2.49
T00442,2025-02-04,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00443,2025-06-07,P008,Coffee,Beverages,1,7.99,7.99
T00443,2025-06-07,P004,Milk,Dairy,3,1.99,5.97
T00443,2025-06-07,P020,Soda,Beverages,2,2.49,4.98
T00443,2025-06-07,P009,Sugar,Pantry,1,2.19,2.19
T00444,2025-04-02,P009,Sugar,Pantry,1,2.19,2.19
T00444,2025-04-02,P030,Yogurt,Dairy,1,4.49,4.49
T00445,2025-02-22,P023,Baby Wipes,Baby,2,4.99,9.98
T00445,2025-02-22,P018,Chips,Snacks,1,3.49,3.49
T00445,2025-02-22,P022,Diapers,Baby,2,14.99,29.98
T00445,2025-02-22,P019,Salsa,Snacks,2,3.79,7.58
T00446,2025-03-09,P026,Lettuce,Produce,1,1.99,1.99
T00446,2025-03-09,P013,Parmesan,Dairy,1,6.49,6.49
T00446,2025-03-09,P011,Pasta,Pantry,3,1.79,5.37
T00446,2025-03-09,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00447,2025-04-14,P018,Chips,Snacks,1,3.49,3.49
T00447,2025-04-14,P019,Salsa,Snacks,1,3.79,3.79
T00448,2025-02-12,P020,Soda,Beverages,1,2.49,2.49
T00449,2025-02-17,P029,Rice,Pantry,1,3.99,3.99
T00450,2025-02-28,P006,Cheese,Dairy,1,5.49,5.49
T00451,2025-05-03,P026,Lettuce,Produce,1,1.99,1.99
T00451,2025-05-03,P027,Tomatoes,Produce,1,2.49,2.49
T00452,2025-02-02,P008,Coffee,Beverages,1,7.99,7.99
T00452,2025-02-02,P004,Milk,Dairy,1,1.99,1.99
T00452,2025-02-02,P013,Parmesan,Dairy,1,6.49,6.49
T00452,2025-02-02,P011,Pasta,Pantry,2,1.79,3.58
T00452,2025-02-02,P009,Sugar,Pantry,1,2.19,2.19
T00452,2025-02-02,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00453,2025-01-22,P029,Rice,Pantry,2,3.99,7.98
T00454,2025-02-13,P021,Wine,Alcohol,1,12.99,12.99
T00455,2025-06-18,P006,Cheese,Dairy,1,5.49,5.49
T00455,2025-06-18,P016,Garlic,Produce,1,0.89,0.89
T00455,2025-06-18,P011,Pasta,Pantry,1,1.79,1.79
T00456,2025-05-10,P024,Bananas,Produce,2,1.49,2.98
T00456,2025-05-10,P008,Coffee,Beverages,1,7.99,7.99
T00456,2025-05-10,P009,Sugar,Pantry,2,2.19,4.38
T00457,2025-01-24,P025,Apples,Produce,1,2.99,2.99
T00457,2025-01-24,P008,Coffee,Beverages,1,7.99,7.99
T00458,2025-04-18,P004,Milk,Dairy,1,1.99,1.99
T00459,2025-05-04,P018,Chips,Snacks,1,3.49,3.49
T00459,2025-05-04,P022,Diapers,Baby,2,14.99,29.98
T00459,2025-05-04,P005,Eggs,Dairy,2,3.49,6.98
T00460,2025-01-22,P027,Tomatoes,Produce,1,2.49,2.49
T00461,2025-01-02,P024,Bananas,Produce,1,1.49,1.49
T00461,2025-01-02,P020,Soda,Beverages,2,2.49,4.98
T00461,2025-01-02,P021,Wine,Alcohol,1,12.99,12.99
T00462,2025-01-28,P028,Chicken Breast,Meat,1,7.49,7.49
T00462,2025-01-28,P026,Lettuce,Produce,1,1.99,1.99
T00463,2025-06-06,P022,Diapers,Baby,1,14.99,14.99
T00464,2025-04-05,P028,Chicken Breast,Meat,1,7.49,7.49
T00464,2025-04-05,P030,Yogurt,Dairy,1,4.49,4.49
T00465,2025-06-18,P007,Cereal,Breakfast,1,4.29,4.29
T00465,2025-06-18,P004,Milk,Dairy,2,1.99,3.98
T00466,2025-05-21,P004,Milk,Dairy,1,1.99,1.99
T00466,2025-05-21,P011,Pasta,Pantry,1,1.79,1.79
T00466,2025-05-21,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00467,2025-03-09,P005,Eggs,Dairy,2,3.49,6.98
T00468,2025-04-13,P025,Apples,Produce,1,2.99,2.99
T00468,2025-04-13,P020,Soda,Beverages,3,2.49,7.47
T00469,2025-02-14,P001,Bread,Bakery,1,2.49,2.49
T00469,2025-02-14,P002,Butter,Dairy,1,3.99,3.99
T00469,2025-02-14,P004,Milk,Dairy,1,1.99,1.99
T00469,2025-02-14,P009,Sugar,Pantry,1,2.19,2.19
T00469,2025-02-14,P010,Tea,Beverages,1,4.49,4.49
T00470,2025-01-01,P023,Baby Wipes,Baby,1,4.99,4.99
T00470,2025-01-01,P028,Chicken Breast,Meat,1,7.49,7.49
T00470,2025-01-01,P022,Diapers,Baby,1,14.99,14.99
T00470,2025-01-01,P005,Eggs,Dairy,2,3.49,6.98
T00471,2025-05-30,P028,Chicken Breast,Meat,1,7.49,7.49
T00471,2025-05-30,P029,Rice,Pantry,1,3.99,3.99
T00472,2025-02-14,P024,Bananas,Produce,1,1.49,1.49
T00473,2025-03-29,P028,Chicken Breast,Meat,3,7.49,22.47
T00473,2025-03-29,P020,Soda,Beverages,1,2.49,2.49
T00473,2025-03-29,P027,Tomatoes,Produce,2,2.49,4.98
T00474,2025-03-28,P001,Bread,Bakery,2,2.49,4.98
T00474,2025-03-28,P002,Butter,Dairy,1,3.99,3.99
T00474,2025-03-28,P003,Jam,Pantry,1,3.29,3.29
T00474,2025-03-28,P004,Milk,Dairy,1,1.99,1.99
T00474,2025-03-28,P029,Rice,Pantry,2,3.99,7.98
T00474,2025-03-28,P010,Tea,Beverages,1,4.49,4.49
T00475,2025-03-15,P006,Cheese,Dairy,1,5.49,5.49
T00475,2025-03-15,P030,Yogurt,Dairy,1,4.49,4.49
T00476,2025-02-25,P017,Beer,Alcohol,1,9.99,9.99
T00476,2025-02-25,P028,Chicken Breast,Meat,1,7.49,7.49
T00476,2025-02-25,P018,Chips,Snacks,3,3.49,10.47
T00476,2025-02-25,P016,Garlic,Produce,1,0.89,0.89
T00476,2025-02-25,P026,Lettuce,Produce,1,1.99,1.99
T00476,2025-02-25,P011,Pasta,Pantry,1,1.79,1.79
T00476,2025-02-25,P029,Rice,Pantry,2,3.99,7.98
T00476,2025-02-25,P019,Salsa,Snacks,1,3.79,3.79
T00477,2025-01-11,P006,Cheese,Dairy,2,5.49,10.98
T00477,2025-01-11,P018,Chips,Snacks,1,3.49,3.49
T00477,2025-01-11,P019,Salsa,Snacks,3,3.79,11.37
T00478,2025-05-11,P024,Bananas,Produce,1,1.49,1.49
T00478,2025-05-11,P007,Cereal,Breakfast,3,4.29,12.87
T00479,2025-01-09,P023,Baby Wipes,Baby,1,4.99,4.99
T00479,2025-01-09,P017,Beer,Alcohol,1,9.99,9.99
T00479,2025-01-09,P022,Diapers,Baby,1,14.99,14.99
T00479,2025-01-09,P013,Parmesan,Dairy,2,6.49,12.98
T00479,2025-01-09,P011,Pasta,Pantry,1,1.79,1.79
T00479,2025-01-09,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00480,2025-03-10,P029,Rice,Pantry,1,3.99,3.99
T00481,2025-04-19,P018,Chips,Snacks,1,3.49,3.49
T00481,2025-04-19,P019,Salsa,Snacks,3,3.79,11.37
T00481,2025-04-19,P020,Soda,Beverages,1,2.49,2.49
